TSLA,"2019-05-09 14:20:00",242.02,242.16,242.02,242.03,3223
TSLA,"2019-05-09 14:19:00",242.1079,242.1079,241.98,242.05,3652
TSLA,"2019-05-09 14:18:00",242.165,242.23,242.11,242.11,17225
TSLA,"2019-05-09 14:16:00",241.84,241.84,241.84,241.84,13990
TSLA,"2019-05-09 14:14:00",241.62,241.62,241.62,241.62,11722
TSLA,"2019-05-09 14:12:00",241.64,241.64,241.47,241.47,18181
TSLA,"2019-05-09 14:10:00",241.69,241.69,241.69,241.69,13306
TSLA,"2019-05-09 14:08:00",241.5,241.61,241.4816,241.58,15557
TSLA,"2019-05-09 14:06:00",241.825,241.825,241.825,241.825,12234
TSLA,"2019-05-09 14:04:00",241.753,241.76,241.66,241.76,20040
TSLA,"2019-05-09 14:03:00",242.38,242.38,242.27,242.27,2235
TSLA,"2019-05-09 14:02:00",242.42,242.45,242.3215,242.3215,4376
TSLA,"2019-05-09 14:01:00",242.16,242.5279,242.16,242.46,18094
TSLA,"2019-05-09 14:00:00",242.1367,242.1367,242.05,242.127,2542
TSLA,"2019-05-09 13:59:00",242.2928,242.32,242.06,242.1176,8818
TSLA,"2019-05-09 13:58:00",242.19,242.344,242.15,242.3079,3676
TSLA,"2019-05-09 13:57:00",242.1914,242.27,242.11,242.17,3403
TSLA,"2019-05-09 13:56:00",242.25,242.25,242.1756,242.1756,2734
TSLA,"2019-05-09 13:55:00",242.4016,242.4016,242.2,242.29,6096
TSLA,"2019-05-09 13:54:00",242.47,242.56,242.29,242.3995,9519
TSLA,"2019-05-09 13:53:00",242.43,242.6148,242.36,242.54,4391
TSLA,"2019-05-09 13:52:00",242.59,242.66,242.33,242.385,8038
TSLA,"2019-05-09 13:51:00",242.99,242.99,242.61,242.73,12246
TSLA,"2019-05-09 13:50:00",242.55,242.99,242.51,242.98,18212
TSLA,"2019-05-09 13:49:00",242.16,242.65,242.13,242.65,16354
TSLA,"2019-05-09 13:48:00",242.1976,242.2312,242.175,242.22,3846
TSLA,"2019-05-09 13:47:00",242.1297,242.2376,242.11,242.11,2750
TSLA,"2019-05-09 13:46:00",242.23,242.23,242.08,242.1954,3192
